SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
878	0	0.0058	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
879	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
880	0	0	0	0	0	0	2.5e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
881	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
882	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
883	0	0	0	0	0	0	0.0085	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
884	0	0	0	0	0	0	0.00017	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
885	0	0.00042	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
886	0	6.6e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
887	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
888	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
889	0	0	0	0	0	0	0.02	0	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
890	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
891	0	0	0	0	0	0	0.001	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
892	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
893	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
894	0	0	0	0	0	0	1.8e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
895	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
896	0	0	0.17	0.17	0.17	0	0.17	0	0.17	0.17	2	0.03	0	0.054	0.054	0.047	0.11
897	0	0	0	0	0	0	0.37	0	0.63	0	8	0.73	0.69	0.49	0.56	0.58	0.66
898	0	0	0	0	0	0	0.027	0	0.97	0	8	0.73	0.69	0.49	0.56	0.58	0.66
899	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
900	0	0.98	0.024	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
901	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
902	0	0	0	0	0	0	0.022	0	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
903	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
904	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
905	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
906	0	0	0	0	0	0	0.002	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
907	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
908	0	0	1	0.0012	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
909	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
910	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
911	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
912	0	0	0	0	0	0	0.00016	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
913	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
914	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
915	0	0	0	0	0	0	0.00019	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
916	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
917	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
918	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
919	0	0	0	0	0	0	0.0063	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
920	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
921	0	0.00027	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
922	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
923	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
924	0	0	0	0	0	0	2.8e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
925	0	0	0	0	0	0	0.0014	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
926	0	0	0	0	0	0	0.0043	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
927	0	0.0051	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
928	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
929	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
930	0	0	0	0	0	0	0.0035	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
931	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
932	0	0	0	0	0	0	1.9e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
933	0	0	0.99	0.0074	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
934	0	0	0	0	0	0	7.1e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
935	0	0	1	1.1e-05	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
936	0	0	0	0	0	0	0.039	0	0.96	0	8	0.73	0.69	0.49	0.56	0.58	0.66
937	0	0.26	0.74	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
938	0	0	0	0	0	0	0.00092	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
939	0	0	0	0	0	0	0.013	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
940	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
941	0	0	0	0	0	0	0.00014	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
942	0	0	1	1.2e-05	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
943	0	0	0	0	0	0	0.015	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
944	0	0	0	0	0	0	7.2e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
945	0	1e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
946	0	0.006	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
947	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
948	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
949	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
950	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
951	0	0	0	0.0022	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
952	0	0.00015	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
953	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
954	0	0	0	0	0	0	2.8e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
955	0	0	0	0	0	0	0.00025	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
956	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
957	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
958	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
959	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
960	0	0	1	0	0	0	0	0	0	6.6e-06	2	0.03	0	0.054	0.054	0.047	0.11
961	0	0	0.0011	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
962	0	0	0	0	0	0	1	0	0	0	6	0.73	0.69	0.49	0.67	0.58	0.66
963	0	0	0	0	0	0	1	0	0	0	6	0.73	0.69	0.49	0.67	0.58	0.66
964	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
965	0	0	0	0	0	0	1	0	4.4e-06	0	6	0.73	0.69	0.49	0.67	0.58	0.66
966	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
967	7.9e-06	0.018	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
968	6.1e-06	0.011	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
969	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
970	0	8.9e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
971	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
972	0	0	0	0	0	0	1	0	0	0	6	0.73	0.69	0.49	0.67	0.58	0.66
973	0	0	0	0	0	0	0.053	0	0.95	0	8	0.73	0.69	0.49	0.56	0.58	0.66
974	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
975	0.88	0	0	0	0.12	0	0	0	0	0	0	0	0	0.054	0	0.14	0
976	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
977	0	0.35	0.65	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
978	0	0	0	0	0	0	1	0	0.00017	0	6	0.73	0.69	0.49	0.67	0.58	0.66
979	0	0	0.98	0	4e-05	0	0	0	0	0.022	2	0.03	0	0.054	0.054	0.047	0.11
980	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
981	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
982	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
983	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
984	0	0	0	0	0	0	2.8e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
985	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
986	0	0	0	0	0	0	0.012	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
987	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
988	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
989	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
990	0	0	0	0	0	0	1.8e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
991	0	0.00022	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
992	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
993	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
994	0	0.0012	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
995	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
996	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
997	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
998	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
999	0	0	0	0	0	0	0.0033	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1000	0	0	0	0	0	0	0.017	0	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1001	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1002	0	0	0	0	0	0	0.0074	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1003	0	0.02	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
1004	0	0	0	0	0	0	0.0032	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1005	0	0	0	0	0	0	1.2e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1006	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1007	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1008	0	0	0	0	0	0	0.00021	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1009	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1010	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1011	0	0	0	0	0	0	0.0056	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1012	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1013	0	0	0	0	0	0	0.0048	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1014	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1015	0	0.00059	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1016	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1017	0	0.00056	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1018	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1019	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1020	0	0	0	0	0	0	0.12	0	0.88	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1021	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1022	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1023	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1024	0	0.0049	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1025	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1026	0	2.3e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1027	0	0	0	0	0	0	1.2e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1028	0	0	1	1.4e-05	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1029	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1030	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1031	0	0	0	0	0	0	4e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1032	0	6.2e-06	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1033	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1034	0	0	0	0	0	0	0.0006	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1035	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1036	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
1037	0	0	0	0	0	0	0.036	0	0.96	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1038	0	0	0	0	0	0	8.3e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1039	0	0.00066	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1040	0	0	1	1.6e-05	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1041	0	0	0	0	0	0	0.00017	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1042	0	0	0	0	0	0	8.9e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1043	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1044	0	0	0	0	0	0	3.6e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1045	0	0	0	0	0	0	0.64	0	0.36	0	6	0.73	0.69	0.49	0.67	0.58	0.66
1046	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
1047	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1048	0	0	0	0	0	0	5e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1049	0	0	0	0	0	0	0.0024	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1050	0	0	0	0	0	0	0.024	0	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1051	0	0	0	0	0	0	0.00013	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1052	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1053	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1054	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1055	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1056	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1057	0	0.0013	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1058	0	0	0	0	0	0	0.00024	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1059	0	0.00023	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1060	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1061	0	1	2.5e-05	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1062	0	0	1	2.1e-05	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1063	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1064	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1065	0	0	0	0	0	0	0.00097	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1066	0	0	0	0	0	0	0.026	0	0.97	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1067	0	6.9e-06	0	0	0	0	0	0.015	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1068	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1069	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1070	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1071	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1072	0	0	0	0	0	0	0.09	0	0.91	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1073	0	2.6e-05	0	0	0	0	0	0.014	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1074	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1075	0	0.0023	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1076	0	0	0	0	0	0	0	0.0027	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1077	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1078	0	4.5e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1079	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1080	0	0	0	0	0	0	8.4e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1081	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1082	0	0	0	0	0	0	0.00021	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1083	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
1084	0	0	0	0	0	0	3.8e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1085	0	2e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1086	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1087	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1088	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
1089	0	0	0	0	0	0	0.00093	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1090	0	0	0	0	0	0	2.5e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1091	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1092	0	0	0	0	0	0	1.6e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1093	0	3.4e-06	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1094	0	0.00058	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1095	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1096	0	0	0	0	0	0	0.006	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1097	0	0	0	0	0	0	9.7e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1098	0	0	0	0	0	0	0.1	0	0.9	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1099	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1100	0	0	0	0	0	0	6.8e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1101	0	0.0024	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1102	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1103	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1104	0	0	0	0	0	0	0.045	0	0.95	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1105	0	0	0	0	0	0	8.1e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1106	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1107	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1108	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1109	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1110	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1111	0	0	0	0	0	0	0.00073	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1112	0	0	0	0	0	0	0.00048	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1113	0	0	0	0	0	0	1.3e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1114	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1115	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
1116	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1117	0	0	0	0	0	0	3.7e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1118	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1119	0	0.00028	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1120	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
1121	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1122	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1123	0	0	0	0	0	0	0.035	0	0.96	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1124	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
1125	0	0	0	0	0	0	0.00019	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1126	0	0.00017	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1127	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1128	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1129	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1130	0	0	0	0	0	0	1.7e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1131	0	0.00022	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1132	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
1133	0	4.9e-06	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1134	0	0	0	0	0	0	0.00046	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1135	0	0.001	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1136	0	0	0	0	0	0	2.4e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1137	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1138	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1139	0	0	0	1	1.6e-06	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1140	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1141	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1142	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1143	0	0	0	0	0	0	0.0096	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1144	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1145	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
1146	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
1147	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
1148	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1149	0	0	0	0	0	0	4e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1150	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1151	0	0	0	0	0	0	0.001	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1152	0	0	0	0	0	0	0.0074	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1153	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1154	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1155	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
1156	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
1157	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
1158	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
1159	0	0	0	0	0	0	0.013	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1160	0	0	0	0	0	0	0.011	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1161	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1162	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1163	0	0	0	0	0	0	0.0015	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1164	0	0	0	0	0	0	0.0003	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
1165	0	0.023	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
1166	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
1167	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
